Aspect - simple,Language varieties - correctness,Language varieties - clarity,Language varieties - middle,Lexical and semantic fields - abstract,Lexical and semantic fields - concrete,Lexical and semantic fields - indefinite/thesis,Lexical and semantic fields - definite/hypothesis,Mood - indicative,Predication - active,Subject choices - humans,Subject choices - abstractions,Aspect - perfect,Figures of word choice - emphasis,Language varieties - forcefulness,Phrases built on nouns - appositives,Predication - stative,Tense - present,Aspect - progressive,Modifying clauses - adjective,Tense - past,Modifying clauses - subordinate,Verb choices - modality,New words and changing uses - acronyms,Verb choices - negation,Modifying clauses - noun,New words and changing uses - prefixes/suffixes,New words and changing uses - compounds,Modifying clauses - comparitive,Tense - future,Language varieties - high,Modifying clauses - conditional,Figures of word choice - ploce,Aspect - perfect progressive,Language varieties - low,Subject choices - concepts,Language varieties - allusions,Predication - compound,Verb choices - nominalization,New words and changing uses - doubling,Lexical and semantic fields - prototype,New words and changing uses - onomatopoeia,Subject choices - rhetorical participants,Figures of word choice - metaplasms,Language varieties - register shift,Language varieties - cliches/idioms,Language varieties - maxims/proverbs,Verb choices - personification,Verb choices - multiplication,New words and changing uses - blends,Subject choices - slot fillers,Modifying phrases - single word modifiers,Modifying phrases - prepositional phrases,Modifying phrases - multiplying and embedding modifiers
"[0.015153865347134126, 0.02979815005419312]","[0.013028080162941949, 0.06178313247931673]","[0.009429386821252859, 0.1764158409980827]","[0.010764085726757185, 0.12277328732719203]","[0.07801389607675885, 4.0075211419334777e-29]","[0.00029814159324174656, 0.9659063649143417]","[0.015478532032204187, 0.02647234426080171]","[0.08384385549878681, 2.1507932872846144e-33]","[0.025212285899738413, 0.00030019470244723064]","[0.08543118533435122, 1.3129710410313062e-34]","[0.1103409737008614, 1.077206053779293e-56]","[0.08749258768349819, 3.212258499940716e-36]","[0.006916838806178327, 0.3213477254198462]","[0.15674358811499356, 3.3043067637301707e-113]","[0.21297108622561214, 1.7542066914524442e-209]","[0.04637003363101112, 2.9061020632799326e-11]","[0.05478155287336297, 3.8578182867965474e-15]","[0.05217898724569986, 7.134509297776125e-14]","[-0.0012618032280066614, 0.8564404245799224]","[0.09097245341102841, 4.927541253985492e-39]","[0.03447918254461458, 7.640433991682969e-07]","[0.03476746671239224, 6.1660542496142e-07]","[-0.001076995468711435, 0.8772975858655843]","[0.013324376174353555, 0.056090363571046985]","[0.0022552482654661383, 0.7464618711388228]","[-0.0041734117842034905, 0.5496241340238706]","[0.09991017134498487, 9.28238006654233e-47]","[0.09416951766678654, 1.03065083892817e-41]","[0.01634638219356191, 0.019095860128819645]","[-0.006267313499943791, 0.36893076966284155]","[0.009414567471055643, 0.17709663330734915]","[-0.013461240083544938, 0.05361216229784318]","[0.011135374325949682, 0.11037489321782205]","[-5.4158635600578793e-05, 0.9938046273234057]","[0.005295327568439805, 0.4477511506577025]","[0.012584041907106509, 0.07121660393708648]","[-0.005525641894444042, 0.42825033593737677]","[-0.002355743595460065, 0.7355717579888176]","[-0.004712410890012654, 0.4993166882548694]","[0.014940658953879235, 0.03218656949278062]","[0.019475863151810144, 0.005231534206953919]","[-0.0016656384031164637, 0.8112651055346686]","[-0.0028853994659023027, 0.6791335298207637]","[-0.004407287757253571, 0.5274725524170367]","[-0.003331519932589076, 0.6329175534703877]","[-0.004407508311110304, 0.5274619335667624]","[-0.004080460499439564, 0.5585495159957423]","[-0.004080868927564127, 0.5585292841590703]","[-0.0044079494850785715, 0.5274406937703595]","[-0.0016656384031164693, 0.8112651055346686]","[-0.0016658051031990919, 0.811255583437762]","[0.10340605293501609, 5.559573630396512e-50]","[0.06150605681151662, 1.0811614730961141e-18]","[0.08642676822937596, 2.1913471868686898e-35]"
"[0.002293190967394781, 0.7423223101829537]","[0.001474265811943258, 0.8326078389140371]","[0.0010670353915770152, 0.8784176070419359]","[0.003623161794179915, 0.6034567309342237]","[0.012315073592535617, 0.07746021406843323]","[-0.004537132659636675, 0.5153893171813019]","[0.0017515604992251114, 0.8017271150850275]","[0.0065094824943262896, 0.3506953865091188]","[0.004391923080537697, 0.5289231227828193]","[0.004275422696562671, 0.5399202991977364]","[0.00042074444249102713, 0.951903114197064]","[0.02364811602068809, 0.0006973487070715091]","[-0.0025450776948655737, 0.7151911300681234]","[0.007595657112441714, 0.27615698819678447]","[-0.003275731012122992, 0.6386221233168697]","[0.0030865174699356026, 0.6581356661124113]","[0.01090062060532179, 0.11810552682689777]","[0.011253542304201686, 0.10667158043632813]","[0.0001464584010073557, 0.9832472363500951]","[0.0061492374539632525, 0.377996799243298]","[-0.002409672649181168, 0.7297589367499915]","[0.004910972503208982, 0.4813920335654701]","[0.010552058627241236, 0.13033973377162086]","[-0.00020787846990446895, 0.9762245806418338]","[-6.573879073250126e-07, 0.9999248059625937]","[0.02342221040519374, 0.0007839962576426881]","[0.010771020370164312, 0.12253232007369812]","[-0.0007275317286698207, 0.916929261363984]","[-0.0030999889647207284, 0.6567311966995434]","[0.008451985748350458, 0.22563453920563054]","[-0.002453026086159921, 0.7250794499149541]","[-0.004956364757582715, 0.4773487578512042]","[0.012953681906125118, 0.06327891523864802]","[-0.0018215843912008567, 0.7939658683353343]","[-0.0005655641628944996, 0.9353766872756668]","[-0.0008642500749259723, 0.9013967201087255]","[-0.0006252851404147781, 0.9285701481762989]","[-0.00026657707391207215, 0.9695147691915671]","[-0.0005332579437313258, 0.939063663231038]","[-0.00032648095675815727, 0.9626679129907497]","[-0.0002665641002120792, 0.9695155108555182]","[-0.00018848469782671893, 0.9784421122665916]","[-0.00032651273879608436, 0.9626660967115249]","[-0.0004987321600385, 0.9429978830859687]","[-0.0003769969079860573, 0.9568968155950034]","[-0.0004987564351506433, 0.9429964976203404]","[-0.0004617474974110279, 0.947219873709567]","[-0.0004617924505611357, 0.9472173073478283]","[-0.0004988049924649664, 0.9429937264420346]","[-0.00018848469782671855, 0.9784421122665916]","[-0.0001885030454096737, 0.9784410630278743]","[0.01046463223042634, 0.13352668318676553]","[0.0025201984590246906, 0.7178621795207093]","[0.009627098617135564, 0.16750852342323239]"
"[0.003554413377549491, 0.6103285090862702]","[0.002285091150100325, 0.7432123559599461]","[0.0016538897601664731, 0.8125715061342886]","[0.00561584951925943, 0.42074918948014184]","[0.006755113289414747, 0.332816025492166]","[0.01839477787465867, 0.008354697181919448]","[0.0027148939921280892, 0.6971124670466681]","[0.006799391665366104, 0.3296567471876623]","[0.006807418636419123, 0.329086106405215]","[0.017761249964567065, 0.010881573781439828]","[0.01538209223289875, 0.02743476321854544]","[0.005004856815831415, 0.4730715119099684]","[0.0028916328959354156, 0.678449573393935]","[0.017462682271695597, 0.012287169292749513]","[0.013129426323781272, 0.059784403054934196]","[0.031052762712233103, 8.474101104504765e-06]","[-0.001036722134180575, 0.8818487487411688]","[-0.0003874771257100806, 0.955701949427489]","[-0.006364572735131597, 0.36150026096286664]","[0.019842125939391848, 0.004441911545630279]","[0.01535191600013353, 0.02773964873907829]","[-0.00658099435735835, 0.3454283141045009]","[-0.006711002024877284, 0.33600626398267414]","[0.03769603848049175, 6.437201161538925e-08]","[-0.000582778219640008, 0.9334174865948521]","[0.01986830635967603, 0.004389834946418652]","[0.011751810404031641, 0.09201644984472337]","[0.03271473030481595, 2.713414826309733e-06]","[0.005470792010598129, 0.43284912739791204]","[-0.005604369416719166, 0.4217220903030468]","[-0.0038021557273045154, 0.5856863120999517]","[-0.001125358646476629, 0.871827981367815]","[0.015937001404475883, 0.02231238215688359]","[-0.0028234298933138046, 0.6856235743832283]","[-0.000876616450693262, 0.8999883445501208]","[-0.001339575455179363, 0.8477117591628361]","[-0.0009691831208970941, 0.8894921156648099]","[-0.0004131907032345125, 0.9527644442544724]","[-0.0008265423092535917, 0.9056782882969272]","[-0.0005060408638120595, 0.9421654000808442]","[-0.00041317058388960434, 0.9527655938358555]","[-0.00029214861488611094, 0.9665912802531571]","[-0.0005060901507380098, 0.9421625863112397]","[-0.0007730277725723407, 0.9117529185552666]","[-0.0005843398734985256, 0.9332362429458309]","[-0.0007730654179086266, 0.9117507766097849]","[-0.0007157020880272044, 0.9182752163378329]","[-0.0007157718004384482, 0.9182712466510956]","[-0.0007731407195819234, 0.9117464923076883]","[-0.0002921486148861103, 0.9665912802531571]","[-0.0002921770679383396, 0.9665896531137531]","[0.021282204136132674, 0.0022766974220392233]","[0.009901015840075241, 0.15574524021866595]","[0.019509701873440984, 0.005152510668466232]"
"[0.004314540738440153, 0.5361886285669325]","[0.002773768329470564, 0.6908794721622541]","[0.002007581639351235, 0.7734867707000582]","[0.006816824588774199, 0.3284182482763067]","[0.023170286409238915, 0.0008929394390913566]","[0.0032899378722532416, 0.6371673844937138]","[0.003295486472346695, 0.6365996039188618]","[0.01918001989875294, 0.0059596184954710685]","[-0.009911910124372515, 0.15530074263491636]","[0.022700410622761652, 0.0011347914497674334]","[0.026430873658663697, 0.000150806441165382]","[0.02632870381828617, 0.00015995426993359638]","[0.00785142016846121, 0.26029661857399694]","[0.04139468425864494, 2.898697485558415e-09]","[0.0697777198227044, 1.297933798701365e-23]","[0.012712816892811733, 0.0683638030657629]","[0.010378275472275454, 0.1367813579282349]","[0.02335101495105154, 0.0008139408842034012]","[-0.00179484148429262, 0.7969240119104629]","[0.028738990709744706, 3.772081704239043e-05]","[0.015169819435090805, 0.029642164737766447]","[0.013140500069243426, 0.059569295931840294]","[-0.003240620026714048, 0.6422395326760697]","[0.007818613588713616, 0.26231679347326503]","[0.005754724508047685, 0.4093759610727577]","[0.011318699871812925, 0.10464147519802047]","[0.04539824362105716, 7.421956024895397e-11]","[0.033387826055081435, 1.6847030937562995e-06]","[0.002639894320580151, 0.7050822966134634]","[-0.008719394252392454, 0.21129290281593663]","[-0.004615264095547928, 0.5081824230406923]","[0.017705945539057535, 0.011129367286619504]","[-0.005787788924960141, 0.4066558150389369]","[-0.0034272331332577386, 0.6231645320390828]","[-0.0010640848825304449, 0.8787511968235366]","[-0.0016260498503538623, 0.8156780733602994]","[-0.0011764473579462158, 0.8660630304074756]","[-0.0005015534324612731, 0.9426787663663866]","[-0.0010033021977795104, 0.885633625931048]","[-0.0006142600138284109, 0.9298263292592067]","[-0.0005015290003689881, 0.9426801617941468]","[-0.00035462593053856923, 0.9594522840561458]","[-0.0006143198658136999, 0.9298229151735994]","[-0.0009383432735058329, 0.8929844314367128]","[-0.0007093036243590852, 0.9190033197323387]","[-0.0009383889884260086, 0.8929818368316449]","[-0.0008687582484482748, 0.9008802264123792]","[-0.0008688429042876264, 0.9008754157994912]","[-0.0009384804316307361, 0.8929766471083147]","[-0.0003546259305385704, 0.9594522840561458]","[-0.00035466048273805875, 0.9594503081212447]","[0.027688516401300163, 7.1746154105113e-05]","[0.017323054406527483, 0.013000154470205512]","[0.024557563689506214, 0.0004294206465651202]"
"[0.005860596097385469, 0.40076712060833425]","[0.010029371432375244, 0.15046351280365286]","[0.007258999148538701, 0.2980150192128281]","[0.0059547143256211766, 0.3932686265586831]","[0.03665646635283658, 1.464099960038851e-07]","[0.029380464969680768, 2.5195932375282746e-05]","[0.011915796114032946, 0.08756812016709149]","[0.018238549600257295, 0.008923119812905039]","[0.01778423362399281, 0.010777334149293376]","[0.03845526180747208, 3.486982903448158e-08]","[0.030569674473543914, 1.1682517800673652e-05]","[0.050237571027943684, 5.740612594370289e-13]","[-0.008253924031266416, 0.23665030962454106]","[0.06215204519468567, 4.694016622434242e-19]","[0.09518855506104446, 1.378654472912598e-42]","[0.007838842806720096, 0.26109576445835575]","[0.017703177395370563, 0.011143965593348792]","[0.03964108895017252, 1.3073656369950303e-08]","[0.015609310483886647, 0.025216311594475505]","[0.022438017789473026, 0.001294349689581487]","[-0.0019442260030102711, 0.7804593250397197]","[0.03150220772924771, 6.2593956659312835e-06]","[-0.004274005477169643, 0.5400645151927594]","[-0.00827816772376684, 0.2352989522968101]","[0.03528678387365048, 4.187805984031344e-07]","[0.0047601325708465396, 0.4949608418513646]","[0.023491217288784824, 0.0007563839956535159]","[0.008871165022022719, 0.20343037220230367]","[0.019984715994794625, 0.004164915698705429]","[0.011666550612190619, 0.09441599190133625]","[0.0076202119605618965, 0.2746191319574617]","[-0.00905049434206391, 0.19444202675293507]","[0.049663450846103394, 1.0440906962386806e-12]","[-0.00016299193465669766, 0.9813563613626054]","[0.009229444614383821, 0.18576662885434503]","[0.011247316005060185, 0.10686555445136033]","[-0.004253789834615054, 0.5419631679979473]","[-0.001813514644648898, 0.7948728225093691]","[-0.003627738327444429, 0.6030170049095291]","[-0.0022210369082687523, 0.750166999486532]","[-0.0018134249264316173, 0.7948778653750248]","[-0.001282253870712377, 0.8541465868854247]","[0.043072106481285594, 6.5085266498837e-10]","[-0.003392852235306403, 0.62666287853422]","[-0.002564694906724647, 0.7131059771339864]","[-0.003393020106611342, 0.6266542061833392]","[-0.0031412497814085963, 0.6524608805561223]","[-0.0031415606498103165, 0.6524445482002862]","[-0.0033933558990684254, 0.6266368597065708]","[-0.0012822538707123745, 0.8541465868854247]","[-0.0012823807515884235, 0.8541393338971718]","[0.04351698817435276, 4.322374825084847e-10]","[0.02252662996185613, 0.001237829127100486]","[0.03948344562118444, 1.4884742205631806e-08]"
"[0.007226631027372966, 0.3001511512844323]","[0.0046459185434302285, 0.5053693437067853]","[0.003362595450605745, 0.6297494100890836]","[0.007049112944220948, 0.31220405617412134]","[0.011362164107613724, 0.10331549273122295]","[0.008111259413003833, 0.2448744692752504]","[0.005519769459052649, 0.4287413367078969]","[0.001168370965608353, 0.8669739205640502]","[-0.0006950989680206934, 0.9206199587617732]","[0.007290588441402505, 0.29592911857848747]","[0.002944727090178142, 0.6729148516319077]","[0.005316264446827113, 0.4459799582526643]","[-0.012221003284251564, 0.07973704886839791]","[0.03159615934553616, 5.869896828813534e-06]","[0.08422037345259567, 1.1123452616550464e-33]","[0.004454908967465067, 0.5230406943028226]","[-0.001697226302378758, 0.8077598613166008]","[0.00941816872664932, 0.17695208071993637]","[-0.013198805813418917, 0.05843501510499412]","[-0.002318392207529027, 0.739604937564105]","[-0.006519307804671261, 0.3499921634636342]","[-0.0005674773096775144, 0.9351585655496565]","[0.0058207897583623805, 0.40401983682259734]","[-0.005243647013941175, 0.45219528224910394]","[0.013520215060330376, 0.05258433854717405]","[-0.006116782236644145, 0.38051912364137336]","[0.010311942234483252, 0.13929805251420438]","[0.022225100141741456, 0.001439093076768413]","[0.00039456254369054635, 0.9548905772330177]","[0.017546964113039257, 0.011879950532159083]","[-0.0013393764569571724, 0.8477267871993003]","[0.010322573110462847, 0.1388907853893588]","[0.010785110306532772, 0.12203477609323207]","[-0.005740437001365614, 0.41049428526353554]","[-0.001782287163281434, 0.7983233072372061]","[-0.0027235500482827805, 0.6962088054880469]","[-0.0019704885002760995, 0.7775607610754348]","[-0.0008400761635973767, 0.9041389295842043]","[-0.0016804796904657873, 0.8096246522880488]","[-0.0010288537648989024, 0.8827361360954638]","[-0.0008400351457351453, 0.9041412668172315]","[-0.0005939800989020745, 0.9321374369363816]","[0.04660421152610646, 2.3137295374754102e-11]","[-0.001571676290806029, 0.8217234462914669]","[-0.0011880468986251547, 0.864755095928321]","[-0.0015717530393431606, 0.8217191509971499]","[-0.001455125149905444, 0.8347495730417758]","[-0.0014552672744982081, 0.8347415905558997]","[-0.0015719065589065875, 0.8217105595247444]","[-0.0005939800989020703, 0.9321374369363816]","[-0.0005940381069344371, 0.9321341196823929]","[0.0018926571643490464, 0.7861237882699703]","[-0.020896346879412754, 0.0027336431629486637]","[-0.015375974741020884, 0.02748503382286304]"
"[0.0020509426060090243, 0.7687213509756362]","[0.0013185271474528487, 0.8500688182144934]","[0.0009543157819231977, 0.8911766822684491]","[0.0032404178042650324, 0.6422441076263403]","[0.0003396153980969978, 0.9611671936599336]","[-0.009136560401897092, 0.19023319291603621]","[0.0015665289460861814, 0.822301797986597]","[-0.0008229032966983515, 0.9060870827779136]","[0.003927968595826489, 0.5733429111550666]","[-0.008349332317292128, 0.2313092467034599]","[0.004625981721941159, 0.5072186250087184]","[0.00825907473395119, 0.2364034984239053]","[-0.005503726998074042, 0.43006189602607503]","[0.001868874840180894, 0.7887471646949556]","[0.004485984751384538, 0.5201358073186435]","[-0.005147735542224616, 0.4605195385836989]","[0.008024549268398493, 0.24996706112270314]","[0.004063220080244298, 0.5602317734489958]","[-0.006389175138498816, 0.3596472320516052]","[-0.006049424073371947, 0.38578689921664894]","[-0.004572689020245897, 0.5121235387912559]","[-0.0037973188583877936, 0.5861633059001827]","[-0.008625796778733348, 0.21623580891782224]","[0.0021644764543601756, 0.7563249573785135]","[0.00302055553083518, 0.6649990652683403]","[0.006722438499694849, 0.33515987654814905]","[-0.0003496620711044569, 0.960019370163269]","[0.0008909680224752537, 0.8983598118042356]","[0.015015177171935047, 0.031336679853977055]","[-0.0060740374753520746, 0.38387999246388094]","[-0.00219389302920114, 0.7531203006256991]","[0.0069175279528166395, 0.32132305605473555]","[-0.0027512597615299422, 0.6932529138650253]","[-0.0016291556575417376, 0.8153147149360848]","[-0.0005058190296225505, 0.9421907087386314]","[-0.0007729523188047956, 0.9117679102517903]","[-0.0005592311955257443, 0.9360987561816342]","[-0.00023841637291233123, 0.972733843827359]","[-0.00047692557523181526, 0.9454902478586813]","[-0.00029199212321460175, 0.966609165437752]","[-0.00023840477057708245, 0.9727345071374253]","[-0.0001685735292446295, 0.9807189774445976]","[-0.00029202054578167944, 0.9666075409121816]","[-0.00044604703529623526, 0.9490107912621681]","[-0.0003371716644708648, 0.9614464003244934]","[-0.00044606874444581975, 0.9490095517001441]","[-0.0004129693612051931, 0.9527885711038492]","[-0.0004130095626527488, 0.9527862751789387]","[-0.00044611216908512223, 0.9490070723585667]","[-0.00016857352924463018, 0.9807189774445976]","[-0.00016858993742482951, 0.9807180391189171]","[-0.00597576240959607, 0.3915868320056778]","[-0.010009917046292189, 0.15124669203219332]","[-0.0063909197082336455, 0.35952774690072575]"
"[0.005337475202201697, 0.4441230606941438]","[0.003431401291606546, 0.6227589205803888]","[0.0024835593358982335, 0.7217987533250207]","[0.008433026093076737, 0.22665454761819512]","[0.008086028302586503, 0.24634543607039164]","[-0.021329828810412392, 0.0022259877924364247]","[0.004076813632031346, 0.5589011268011188]","[-0.04194198338234693, 1.791596710122861e-09]","[0.010222342815729462, 0.1427672035440621]","[-0.033462023257375156, 1.5985254218112954e-06]","[-0.025236034616180562, 0.000296473248907448]","[0.002856096836076819, 0.6822131183798279]","[0.002786763858219389, 0.6894921236526923]","[0.01514768252920181, 0.02986896341119144]","[0.022396175327511543, 0.001321687485273524]","[-0.00958548663103476, 0.16937319143164487]","[0.02005237028720528, 0.004039948021122052]","[0.02586243368180665, 0.00020873322827699348]","[0.021080035134835712, 0.0025059637484585516]","[-0.013213369416637472, 0.05816977070827028]","[-0.020832724337476453, 0.0028185817539065237]","[-0.0025525411445605256, 0.7144057804550902]","[-0.0036631487948643082, 0.599483618910073]","[-0.013623606631237972, 0.05079141230281393]","[0.020964808170023053, 0.002648813190581669]","[0.005154431856280889, 0.45992544878182445]","[-0.00022267983607572811, 0.9745322787239877]","[-0.002882110199885297, 0.6794642247700957]","[0.02021672052642881, 0.003747554006941597]","[0.0006183836802729548, 0.929359894397115]","[-0.005709497440830348, 0.4130441689714429]","[0.010344361196560523, 0.13805895359271894]","[0.034295680266139245, 8.72706193652799e-07]","[-0.004239795836889155, 0.543273504826714]","[-0.0013163688551418775, 0.8503113380423202]","[0.022295199556912646, 0.0013906182968484431]","[-0.001455371359126545, 0.8347220157739589]","[-0.0006204667978467399, 0.929120838678432]","[-0.0012411752814400663, 0.8587760617445029]","[-0.0007598949711980461, 0.9132482583381744]","[-0.0006204365524545391, 0.9291225649457276]","[-0.0004387042216750307, 0.9498502770574311]","[-0.0007599690641892742, 0.9132440377141509]","[-0.0011608151189464672, 0.8678230756057354]","[-0.0008774724791927929, 0.8998911955455398]","[-0.0011608717111313306, 0.8678198768496526]","[-0.0010747322132660844, 0.877547492470562]","[-0.0010748370118624818, 0.8775415576288698]","[-0.0011609849120566267, 0.8678134786931404]","[-0.0004387042216750281, 0.9498502770574311]","[-0.0004387469951250106, 0.9498478309815899]","[0.006619705081600901, 0.3425865537425701]","[-0.024686370776821443, 0.00040045306146737085]","[-0.011954121779966182, 0.08654624367069443]"
"[0.005031114369891438, 0.4707096029219371]","[0.003234445374007967, 0.6428575294714034]","[0.0023410077465201885, 0.7371583106303656]","[0.007948986410409026, 0.2544430673470033]","[0.016107910319224192, 0.020918120072550127]","[0.013924579457870599, 0.04589116385830765]","[0.0038428122717884504, 0.5816840577908424]","[0.0193266388073647, 0.0055880858083886325]","[0.00963559975125484, 0.16714400795151516]","[0.025140264204426364, 0.00031249693373804896]","[0.035672396455826864, 3.12829022203811e-07]","[0.030142110037873114, 1.5455609449077922e-05]","[-0.006903289895257311, 0.3222965544717336]","[0.038139761887062196, 4.499670916323282e-08]","[0.05837737257506015, 5.4566142710539657e-17]","[0.011621474187693832, 0.09568803562702781]","[0.023210194440237156, 0.0008750485157613591]","[0.02223586304273385, 0.0014322004729835235]","[-0.002344419796728378, 0.7367770829182764]","[0.015208049222038975, 0.0292258372122837]","[0.01843524860900323, 0.008215952294763603]","[0.024167339394584986, 0.0005297294860914623]","[0.004104904291582274, 0.5562147729531753]","[0.002907249490613232, 0.6768258227317766]","[0.0341719226615608, 9.571595798390875e-07]","[0.010674609989035933, 0.12591572183209027]","[0.004972891062851341, 0.47588131879795537]","[0.008488559780276541, 0.22361045239890265]","[0.00047124270613448983, 0.9461361557974148]","[-0.011416403157727947, 0.1016962186770795]","[-0.005381783130575762, 0.4403724130102864]","[0.03553131873405285, 3.4772383125253077e-07]","[0.00790453714281328, 0.2570972766111186]","[-0.003996439693355397, 0.5666586310795853]","[-0.0012408117827595762, 0.8588101896767582]","[-0.0018961099232623051, 0.7857583779246071]","[-0.001371835806993773, 0.8440832666199922]","[-0.0005848531756971719, 0.9331793546434931]","[-0.0011699341522811396, 0.8668040242355615]","[-0.0007162784429601591, 0.9182096342630244]","[-0.0005848246726084603, 0.9331809818261548]","[-0.00041352343248964843, 0.9527253027606294]","[-0.0007163482677809871, 0.9182056550107272]","[-0.001094186547350588, 0.8753458623644451]","[-0.0008271072252862725, 0.9056095526917192]","[-0.001094239879512169, 0.8753428438795792]","[-0.0010130446252377347, 0.8845252555747233]","[-0.0010131433868508317, 0.8845196564356027]","[-0.0010943465594337614, 0.8753368062995732]","[-0.0004135234324896507, 0.9527253027606294]","[-0.0004135637419494179, 0.9527229975902232]","[0.02116741537658949, 0.0024047298148320516]","[0.006300545066439299, 0.36636241389803637]","[0.011380423405595716, 0.10275408135965534]"
"[-0.030937800808053917, 9.135989922847438e-06]","[-0.03254413680025274, 3.057429000955372e-06]","[-0.02355460288970605, 0.0007318193230304205]","[-0.04220271241031663, 1.4209774997925539e-09]","[-0.1716413425306211, 1.1062027177765841e-135]","[-0.009591318813362473, 0.16910346028754816]","[-0.03866536416900539, 2.9339977995905942e-08]","[-0.07160475440467809, 8.780945075055807e-25]","[-0.03619860630761397, 2.0881791254751583e-07]","[-0.13596375914668862, 2.161093285724237e-85]","[-0.1269551785034702, 1.3327159937757978e-74]","[-0.2039292918046074, 7.418547418072393e-192]","[-0.012232930821732012, 0.07944351665863654]","[-0.2576368605108794, 5.93446438315117e-309]","[-0.3846828010198896, 0.0]","[-0.029783630332648824, 1.947981452578311e-05]","[-0.11028994970790998, 1.2041731344917093e-56]","[-0.1277680099041347, 1.5231236247226823e-75]","[-0.015462999792362963, 0.026616798061872265]","[-0.11105389843430644, 2.0463213407106765e-57]","[-0.043106984915469646, 6.305337117306755e-10]","[-0.07950560186322551, 3.463274414477824e-30]","[-0.039298776443736624, 1.7407688907670427e-08]","[-0.013691367483040284, 0.04965154410047126]","[-0.0666075587355543, 1.1851105734147208e-21]","[-0.026454195423405436, 0.00014867791269076346]","[-0.13050504787049166, 9.074415679125767e-79]","[-0.10934297617360288, 1.0504200247509699e-55]","[-0.040941562881805914, 4.30449884084586e-09]","[-0.028307711542578613, 4.929415192740656e-05]","[0.0062538220127497605, 0.36993909567538424]","[-0.04388009194034234, 3.0959287882381304e-10]","[-0.04917032094581125, 1.741753421447089e-12]","[-0.0009789439585915962, 0.8883810250540881]","[0.001913783938483637, 0.7838005022615663]","[-0.012072515908516868, 0.08349562793794521]","[0.013803050293895686, 0.047819670752390325]","[0.005884688929842236, 0.3988679599656593]","[0.011771770853526504, 0.0914812526841224]","[-0.020253086408545888, 0.0036856949839951126]","[-0.005325910912490646, 0.44513295068462355]","[-0.011692556005957118, 0.09366776868342684]","[-0.020252735911751682, 0.0036879504871054083]","[0.011009322282153814, 0.11446529115045159]","[0.008322134887329687, 0.23282126259687294]","[0.011009953241846993, 0.11445333789714139]","[0.01019298799523212, 0.14391808244751575]","[0.010194156456172696, 0.14389163745284242]","[0.011011215380695754, 0.11442943079643883]","[0.00416076377891553, 0.5508344792974295]","[0.004161240693814392, 0.5508082017605245]","[-0.15243342939661017, 4.215143136806897e-107]","[-0.05479672374887512, 3.779696734639824e-15]","[-0.10885947538827631, 3.1421182666419827e-55]"
